frame_indexes,detected_coordinates,frog_id_kmm,frog_id_gmm,frog_id_dbscan
585,"(82.0, 441.0)",0,4,0
586,"(392.0, 361.0)",1,3,1
587,"(378.0, 360.0)",1,3,1
588,"(378.0, 360.0)",1,3,1
589,"(376.0, 360.0)",1,3,1
590,"(392.0, 360.0)",1,3,1
591,"(419.0, 355.0)",1,3,1
592,"(439.0, 346.0)",1,3,1
593,"(441.0, 359.0)",1,3,1
594,"(439.0, 340.0)",1,3,1
595,"(439.0, 340.0)",1,3,1
596,"(1098.0, 380.0)",4,1,2
597,"(1098.0, 380.0)",4,1,2
598,"(69.0, 422.0)",0,4,0
598,"(1099.0, 380.0)",4,1,2
599,"(69.0, 442.0)",0,4,0
600,"(69.0, 442.0)",0,4,0
601,"(69.0, 442.0)",0,4,0
602,"(316.0, 380.0)",1,0,1
603,"(335.0, 380.0)",1,3,1
604,"(336.0, 401.0)",1,0,1
605,"(337.0, 380.0)",1,3,1
606,"(351.0, 360.0)",1,3,1
607,"(1078.0, 380.0)",4,1,2
608,"(1078.0, 380.0)",4,1,2
609,"(1098.0, 380.0)",4,1,2
610,"(1098.0, 380.0)",4,1,2
611,"(439.0, 340.0)",1,3,1
612,"(438.0, 341.0)",1,3,1
613,"(439.0, 340.0)",1,3,1
614,"(439.0, 340.0)",1,3,1
615,"(440.0, 340.0)",1,3,1
616,"(88.0, 441.0)",0,4,0
617,"(69.0, 442.0)",0,4,0
618,"(69.0, 441.0)",0,4,0
619,"(1118.0, 382.0)",4,1,2
620,"(316.0, 381.0)",1,0,1
621,"(294.0, 381.0)",1,0,1
622,"(272.0, 381.0)",0,0,-1
623,"(273.0, 381.0)",0,0,-1
624,"(295.0, 379.0)",1,0,1
625,"(294.0, 380.0)",1,0,1
626,"(232.0, 401.0)",0,0,0
627,"(232.0, 401.0)",0,0,0
628,"(191.0, 382.0)",0,0,0
629,"(170.0, 381.0)",0,0,0
630,"(151.0, 380.0)",0,0,0
631,"(130.0, 401.0)",0,4,0
632,"(110.0, 414.0)",0,4,0
633,"(89.0, 422.0)",0,4,0
634,"(68.0, 441.0)",0,4,0
635,"(68.0, 423.0)",0,4,0
635,"(294.0, 422.0)",1,0,-1
636,"(1079.0, 381.0)",4,1,2
637,"(1079.0, 380.0)",4,1,2
638,"(1098.0, 381.0)",4,1,2
639,"(1098.0, 381.0)",4,1,2
640,"(1098.0, 381.0)",4,1,2
641,"(1079.0, 381.0)",4,1,2
642,"(439.0, 341.0)",1,3,1
642,"(89.0, 422.0)",0,4,0
643,"(438.0, 359.0)",1,3,1
644,"(438.0, 340.0)",1,3,1
645,"(438.0, 340.0)",1,3,1
646,"(150.0, 400.0)",0,0,0
647,"(150.0, 381.0)",0,0,0
648,"(151.0, 381.0)",0,0,0
649,"(1079.0, 380.0)",4,1,2
650,"(1098.0, 380.0)",4,1,2
651,"(1099.0, 380.0)",4,1,2
652,"(1098.0, 380.0)",4,1,2
653,"(213.0, 401.0)",0,0,0
654,"(192.0, 402.0)",0,0,0
655,"(252.0, 401.0)",0,0,0
656,"(275.0, 401.0)",0,0,-1
657,"(770.0, 345.0)",3,1,3
658,"(541.0, 340.0)",1,3,1
659,"(544.0, 359.0)",1,3,1
660,"(686.0, 525.0)",2,2,4
661,"(686.0, 524.0)",2,2,4
662,"(439.0, 340.0)",1,3,1
663,"(440.0, 340.0)",1,3,1
